"state","school_name","district","address","latitude","longitude","overall_score","state_rank","national_rank","ap_taken_pct","ap_passed_pct","math_proficiency","reading_proficiency","science_proficiency","graduation_rate","graduation_rate_raw","year","source_url"
"Alaska","James C. Isabell School","Bering Strait School District","Main St, Teller, Alaska 99778",65.180132,-166.303151,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/bering-strait-school-district/james-c-isabell-school-428"
"Alaska","Martin L. Olson School","Bering Strait School District","40 Main St, Golovin, Alaska 99762",64.5008689,-165.4058821,,,,,,,,,67,"67%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/bering-strait-school-district/martin-l-olson-school-433"
"Alaska","Shaktoolik School","Bering Strait School District","40 Main St, Shaktoolik, Alaska 99771",64.551638,-160.768162,,,,,,,,,50,"50%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/bering-strait-school-district/shaktoolik-school-435"
"Alaska","Koyuk-Malimiut School","Bering Strait School District","09 Main St, Koyuk, Alaska 99753",64.932089999752,-161.157400021868,,,,,,,,,83,"83%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/bering-strait-school-district/koyuk-malimiut-school-425"
"Alaska","Shishmaref School","Bering Strait School District","Seaview Ln, Shishmaref, Alaska 99772",66.055753,-165.500816,,,,,,,,,73,"73%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/bering-strait-school-district/shishmaref-school-427"
"Alaska","Polaris K-12 School","Anchorage School District","6200 Ashwood St, Anchorage, Alaska 99507",61.16443235947,-149.853811659782,89.17,3,1938,33,23,28,63,74,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/polaris-k-12-school-467"
"Alaska","Wales School","Bering Strait School District","490 Main St, Wales, Alaska 99783",65.605060013759,-168.085999958257,,,,,,,,,67,"67%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/bering-strait-school-district/wales-school-430"
"Alaska","Unalakleet School","Bering Strait School District","Main St, Unalakleet, Alaska 99684",63.873529679047,-160.789110245706,,,,,,,,,89,"89%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/bering-strait-school-district/unalakleet-school-429"
"Alaska","Tukurngailnguq School","Bering Strait School District","Main St, Stebbins, Alaska 99671",63.417752,-162.233653,,,,,,,,,46,"46%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/bering-strait-school-district/tukurngailnguq-school-437"
"Alaska","White Mountain School","Bering Strait School District","55 Main St, White Mountain, Alaska 99784",64.680644509456,-163.406376850436,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/bering-strait-school-district/white-mountain-school-431"
"Alaska","Family Partnership Charter School","Anchorage School District","4400 Business Park Blvd # B22, Anchorage, Alaska 99503",61.180752416506,-149.889352484121,68.21,19,5690,,,38,43,80,80,"80%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/family-partnership-charter-school-472"
"Alaska","Steller Secondary School","Anchorage School District","2508 Blueberry Ln, Anchorage, Alaska 99503",61.197888620987,-149.892752280333,73.9,14,4672,,,51,68,71,98,"98%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/steller-secondary-school-469"
"Alaska","South Anchorage High School","Anchorage School District","13400 Elmore Rd, Anchorage, Alaska 99516",61.09959279321,-149.804277615581,79.91,9,3596,43,35,29,37,46,95,"95%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/south-anchorage-high-school-475"
"Alaska","Eagle River High School","Anchorage School District","8701 Yosemite Dr, Eagle River, Alaska 99577",61.293917887004,-149.581498082899,84.54,7,2768,44,33,39,40,59,94,"94%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/eagle-river-high-school-476"
"Alaska","Chugiak High School","Anchorage School District","16525 S Birchwood Loop Rd, Chugiak, Alaska 99567",61.371184135695,-149.538922644443,72.67,15,4893,29,22,30,39,48,86,"86%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/chugiak-high-school-464"
"Alaska","Dimond High School","Anchorage School District","2909 W 88th Ave, Anchorage, Alaska 99502",61.14115065884,-149.934530398543,57.33,25,7638,31,21,19,32,36,87,"87%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/dimond-high-school-465"
"Alaska","Frontier Charter School","Anchorage School District","400 W Northern Lights Blvd #9, Anchorage, Alaska 99503",61.195234063809,-149.89075338432,52.69,29,8468,,,14,57,57,61,"61%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/frontier-charter-school-480"
"Alaska","Service High School","Anchorage School District","5577 Abbott Rd, Anchorage, Alaska 99507",61.137568633024,-149.777561614993,65.2,22,6229,37,29,23,32,35,86,"86%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/service-high-school-481"
"Alaska","Bettye Davis East Anchorage High School","Anchorage School District","4025 E Northern Lights Blvd, Anchorage, Alaska 99508",61.198930641524,-149.805431574883,41.5,36,10472,14,5,16,29,26,80,"80%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/bettye-davis-east-anchorage-high-school-466"
"Alaska","West High School","Anchorage School District","1700 Hillcrest Dr, Anchorage, Alaska 99517",61.200594990082,-149.91390873592,43.75,35,10068,18,15,21,26,38,85,"85%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/west-high-school-470"
"Alaska","Alaska Middle College School","Anchorage School District","2650 E Northern Lights Blvd, Eagle River, Alaska 99508",61.195196151285,-149.831249872475,,,,13,8,,,,99,"99%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/alaska-middle-college-school-139760"
"Alaska","Alaska State School for the Deaf and Hard of Hearing","Anchorage School District","5530 E Northern Lights Blvd, Anchorage, Alaska 99504",61.195198045349,-149.777625988442,,,,,,,,,0,"0%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/alaska-state-school-for-the-deaf-and-hard-of-hearing-473"
"Alaska","Akchoice K-12 Learning","Anchorage School District","616 W 10th Ave, Anchorage, Alaska 99501",61.212667065438,-149.893815209361,,,,,,22,30,60,77,"77%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/akchoice-k-12-learning-200102"
"Alaska","Bartlett High School","Anchorage School District","1101 Golden Bear Dr, Anchorage, Alaska 99504",61.232619979993,-149.733200012582,32.99,44,11995,24,13,10,13,27,79,"79%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/bartlett-high-school-463"
"Alaska","Highland Academy Charter","Anchorage School District","5530 E Northern Lights Ste 1, Anchorage, Alaska 99504",61.195198045349,-149.777625988442,,,,,,15,27,50,53,"53%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/highland-academy-charter-482"
"Alaska","S.A.V.E. High School","Anchorage School District","410 East 56th, Anchorage, Alaska 99518",61.169961830066,-149.875134790666,,,,,,,,,37,"37%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/s-a-v-e-high-school-138242"
"Alaska","Martin Luther King Jr. Technical High School","Anchorage School District","2650 E Northern Lights Blvd, Anchorage, Alaska 99508",61.195196151285,-149.831249872475,,,,,,,,,91,"91%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/martin-luther-king-jr-technical-high-school-139713"
"Alaska","Benny Benson Alternative High School","Anchorage School District","4515 Campbell Airstrip Rd, Anchorage, Alaska 99507",61.180343351433,-149.763290423109,,,,,,,,,45,"45%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/benny-benson-alternative-high-school-468"
"Alaska","Whaley School","Anchorage School District","2220 Nichols St, Anchorage, Alaska 99508",61.201085823353,-149.813146401536,,,,,,,,,24,"24%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/whaley-school-471"
"Alaska","McLaughlin Secondary School","Anchorage School District","2600 Providence Dr, Anchorage, Alaska 99508",61.187993471851,-149.831858244408,,,,,,,,,46,"46%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/anchorage-school-district/mclaughlin-secondary-school-474"
"Alaska","Slana School","Copper River School District","Mile 4 Nabesna Rd, Slana, Alaska 99586",62.586867709257,-143.603786970322,,,,,,,,,67,"67%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/copper-river-school-district/slana-school-449"
"Alaska","Cordova Jr/Sr High School","Cordova City School District","100 Fisherman Ave, Cordova, Alaska 99574",60.540549997492,-145.759199990779,94.35,1,1012,52,29,35,55,44,95,"95%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/cordova-city-school-district/cordova-jr-sr-high-school-445"
"Alaska","Glennallen Jr/Sr High School","Copper River School District","1976 Aurora Dr, Glennallen, Alaska 99588",62.112949980475,-145.52669999447,36.97,40,11282,,,,16,38,94,"94%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/copper-river-school-district/glennallen-jr-sr-high-school-447"
"Alaska","Upstream Learning Correspondence","Copper River School District","1976 Aurora Dr, Glennallen, Alaska 99588",62.112949980475,-145.52669999447,,,,,,,,,88,"88%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/copper-river-school-district/upstream-learning-correspondence-448"
"Alaska","Kenny Lake School","Copper River School District","Mile 5 Edgerton Hwy, Copper Center, Alaska 99573",61.550271444995,-144.447498771714,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/copper-river-school-district/kenny-lake-school-446"
"Alaska","Cordova School District Innovative Learning","Cordova City School District","100 Fisherman Ave, Cordova, Alaska 99574",60.540549997492,-145.759199990779,,,,,,,,,0,"0%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/cordova-city-school-district/cordova-school-district-innovative-learning-147196"
"Alaska","Gerstle River School","Delta-Greely School District","Milepost 1392 Alaska Hwy, Delta Junction, Alaska 99737",64.036685888646,-145.7289888543,,,,,,,,,25,"25%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/delta-greely-school-district/gerstle-river-school-147731"
"Alaska","Delta Junction Sr. High School","Delta-Greely School District","1655 N Clearwater Ave, Delta Junction, Alaska 99737",64.040489181891,-145.519175558535,32.1,45,12155,,,24,24,56,96,"96%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/delta-greely-school-district/delta-junction-sr-high-school-455"
"Alaska","Denali Peak","Denali Borough School District","1 Suntrana St, Healy, Alaska 99743",63.873420005605,-149.013800038497,51.16,30,8743,,,35,56,67,78,"78%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/denali-borough-school-district/denali-peak-631"
"Alaska","Alaska Homeschool","Delta-Greely School District","1680 N Clearwater Ave, Delta Junction, Alaska 99737",64.041550003012,-145.726699999406,,,,,,,,,93,"93%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/delta-greely-school-district/alaska-homeschool-139708"
"Alaska","Dillingham Middle/High School","Dillingham City School District","565 Seward St, Dillingham, Alaska 99576",59.042399846503,-158.464414392814,,,,,,,,,68,"68%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/dillingham-city-school-district/dillingham-middle-high-school-456"
"Alaska","Tri-Valley School","Denali Borough School District","400 Suntrana St, Healy, Alaska 99743",63.872999988437,-149.014000030707,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/denali-borough-school-district/tri-valley-school-630"
"Alaska","Craig High School","Craig City School District","100 Panther Way, Craig, Alaska 99921",55.4752700196,-133.1351000318,,,,,,,,,89,"89%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/craig-city-school-district/craig-high-school-450"
"Alaska","Pace Correspondence","Craig City School District","100 School Road Upper, Craig, Alaska 99921",55.475479986274,-133.137200033822,,,,,,,,,14,"14%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/craig-city-school-district/pace-correspondence-451"
"Alaska","Anderson School","Denali Borough School District","3120 First St, Anderson, Alaska 99744",64.343090017486,-149.188400026964,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/denali-borough-school-district/anderson-school-628"
"Alaska","North Pole High School","Fairbanks North Star Borough School District","601 Nphs Blvd, North Pole, Alaska 99705",64.746799187151,-147.368423727978,33.25,43,11948,40,18,13,24,33,82,"82%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/fairbanks-north-star-borough-school-district/north-pole-high-school-572"
"Alaska","Effie Kokrine Charter School","Fairbanks North Star Borough School District","601 Loftus Rd, Fairbanks, Alaska 99709",64.845649612442,-147.843950879606,,,,,,,18,17,77,"77%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/fairbanks-north-star-borough-school-district/effie-kokrine-charter-school-576"
"Alaska","West Valley High School","Fairbanks North Star Borough School District","3800 Geist Rd, Fairbanks, Alaska 99709",64.849222541124,-147.82970777746,71.63,16,5078,34,26,24,38,45,86,"86%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/fairbanks-north-star-borough-school-district/west-valley-high-school-573"
"Alaska","Ben Eielson Jr/Sr High School","Fairbanks North Star Borough School District","675 Raven's Way, Eielson Afb, Alaska 99702",64.676932170069,-147.066508127819,75.41,13,4401,47,12,28,42,67,92,"92%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/fairbanks-north-star-borough-school-district/ben-eielson-jr-sr-high-school-570"
"Alaska","Lathrop High School","Fairbanks North Star Borough School District","901 Airport Way, Fairbanks, Alaska 99701",64.836460489238,-147.733472458894,47.74,32,9355,26,16,16,30,41,71,"71%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/fairbanks-north-star-borough-school-district/lathrop-high-school-571"
"Alaska","Hutchison High School","Fairbanks North Star Borough School District","3750 Geist Rd, Fairbanks, Alaska 99709",64.849222538582,-147.815019417747,,,,,,14,24,39,93,"93%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/fairbanks-north-star-borough-school-district/hutchison-high-school-578"
"Alaska","Fairbanks B.E.S.T.","Fairbanks North Star Borough School District","397 Hamilton Avenue, Fairbanks, Alaska 99701",64.84668638145,-147.693676924854,,,,,,,,80,62,"62%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/fairbanks-north-star-borough-school-district/fairbanks-b-e-s-t-577"
"Alaska","Interior Distance Education of Alaska (Idea)","Galena City School District","2157 Van Horn Rd, Fairbanks, Alaska 99701",64.812900936743,-147.767819552403,67.44,20,5829,,,36,69,70,77,"77%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/galena-city-school-district/interior-distance-education-of-alaska-idea-458"
"Alaska","Alternative Learning Systems","Fairbanks North Star Borough School District","397 Hamilton Avenue, Fairbanks, Alaska 99701",64.84668638145,-147.693676924854,,,,,,,,,34,"34%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/fairbanks-north-star-borough-school-district/alternative-learning-systems-574"
"Alaska","Golden Heart Academy","Fairbanks North Star Borough School District","1502 Wilbur St, Fairbanks, Alaska 99701",64.834176986332,-147.761916722127,,,,,,,,,25,"25%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/fairbanks-north-star-borough-school-district/golden-heart-academy-569"
"Alaska","Haines Home School","Haines Borough School District","604 Haines Hwy, Haines, Alaska 99827",59.234528070891,-135.454042896374,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/haines-borough-school-district/haines-home-school-493"
"Alaska","Haines High School","Haines Borough School District","604 Haines Hwy, Haines, Alaska 99827",59.234528070891,-135.454042896374,70.22,18,5330,,,57,50,38,95,"95%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/haines-borough-school-district/haines-high-school-492"
"Alaska","Galena Interior Learning Academy (Gila)","Galena City School District","359 Challenger, Galena, Alaska 99741",66.124965,-154.60572,,,,,,0,3,11,86,"86%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/galena-city-school-district/galena-interior-learning-academy-gila-457"
"Alaska","Kake Elementary and High School","Kake City School District","175 Library Place, Kake, Alaska 99830",56.9747591,-133.941086,,,,,,,,,86,"86%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kake-city-school-district/kake-elementary-and-high-school-496"
"Alaska","Sidney C. Huntington Jr/Sr High School","Galena City School District","299 Antoski Ave, Galena, Alaska 99741",64.747975253356,-156.872445962874,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/galena-city-school-district/sidney-c-huntington-jr-sr-high-school-459"
"Alaska","Juneau-Douglas High School","Juneau Borough School District","1639 Glacier Ave, Juneau, Alaska 99801",58.305100470624,-134.427976399488,86.47,5,2422,51,32,36,44,52,95,"95%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/juneau-borough-school-district/juneau-douglas-high-school-485"
"Alaska","Yaakoosge Daakahidi Alternative High School","Juneau Borough School District","1415 Glacier Ave - Marie Drake, Juneau, Alaska 99801",58.310927641948,-134.441109037757,,,,,,,,,54,"54%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/juneau-borough-school-district/yaakoosge-daakahidi-alternative-high-school-488"
"Alaska","Homebridge","Juneau Borough School District","1415 Glacier Ave - Marie Drake, Juneau, Alaska 99801",58.310927641948,-134.441109037757,27.08,47,13052,,,,33,,71,"71%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/juneau-borough-school-district/homebridge-484"
"Alaska","Thunder Mountain High School","Juneau Borough School District","3101 Dimond Park Loop, Juneau, Alaska 99801",58.379356185151,-134.591939344346,75.67,12,4356,33,21,23,36,58,92,"92%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/juneau-borough-school-district/thunder-mountain-high-school-487"
"Alaska","Johnson Youth Center","Juneau Borough School District","3252 Hospital Dr, Juneau, Alaska 99801",58.329492326979,-134.467819451572,,,,,,,,,67,"67%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/juneau-borough-school-district/johnson-youth-center-486"
"Alaska","Innoko River School","Iditarod Area School District","101 Pine St, Shageluk, Alaska 99665",62.655159,-159.529878,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/iditarod-area-school-district/innoko-river-school-560"
"Alaska","Chevak School","Kashunamiut School District","985 Ksd Way, Chevak, Alaska 99563",61.332509,-164.607872,,,,,,,,9,86,"86%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kashunamiut-school-district/chevak-school-415"
"Alaska","Hoonah City School","Hoonah City School District","366 Garteeni Hwy, Hoonah, Alaska 99829",58.108149785623,-135.441104813656,,,,,,,,,90,"90%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/hoonah-city-school-district/hoonah-city-school-230149"
"Alaska","Distance Learning/Correspondence Center","Iditarod Area School District","12812 Old Glen Hwy, Eagle River, Alaska 99577",61.335841444606,-149.563595901063,,,,,,,,,57,"57%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/iditarod-area-school-district/distance-learning-correspondence-center-562"
"Alaska","David Louis Memorial School","Iditarod Area School District","90 School St, Grayling, Alaska 99590",62.905377523695,-160.065203267473,,,,,,,,,0,"0%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/iditarod-area-school-district/david-louis-memorial-school-556"
"Alaska","Top of the Kuskokwim School","Iditarod Area School District","9190 Main St, Nikolai, Alaska 99691",63.0207716,-154.376871,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/iditarod-area-school-district/top-of-the-kuskokwim-school-559"
"Alaska","Jeffery A. Bader Memorial School","Iditarod Area School District","102 Main St, Holy Cross, Alaska 99602",42.595395048074,-90.995835380144,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/iditarod-area-school-district/jeffery-a-bader-memorial-school-557"
"Alaska","Takotna Community School","Iditarod Area School District","1 River Rd, Takotna, Alaska 99675",62.987779985642,-156.062899975135,,,,,,,,,0,"0%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/iditarod-area-school-district/takotna-community-school-561"
"Alaska","Hydaburg School","Hydaburg City School District","100 Totem Pole Ln, Hydaburg, Alaska 99922",55.207579985823,-132.826000001666,,,,,,,,,33,"33%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/hydaburg-city-school-district/hydaburg-school-495"
"Alaska","McGrath School","Iditarod Area School District","90 Takotna Ave, Mcgrath, Alaska 99627",62.953209999461,-155.595899976602,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/iditarod-area-school-district/mcgrath-school-558"
"Alaska","Totem Correspondence School","Hydaburg City School District","100 Totem Pole Ln, Hydaburg, Alaska 99922",55.207579985823,-132.826000001666,,,,,,,,,50,"50%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/hydaburg-city-school-district/totem-correspondence-school-200904"
"Alaska","Homer High School","Kenai Peninsula Borough School District","600 E Fairview Ave, Homer, Alaska 99603",59.651910010563,-151.5281000042,84.77,6,2726,40,33,20,41,52,96,"96%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/homer-high-school-501"
"Alaska","Nikiski Middle/Senior High School","Kenai Peninsula Borough School District","52275 Education Dr, Nikiski, Alaska 99635",60.734299994416,-151.296199984521,39.87,37,10764,,,13,30,39,84,"84%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/nikiski-middle-senior-high-school-514"
"Alaska","Connections","Kenai Peninsula Borough School District","143 E. Park Avenue, Soldotna, Alaska 99669",60.490428358084,-151.069881252194,45.35,33,9782,,,38,63,50,69,"69%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/connections-507"
"Alaska","Kenai Central High School","Kenai Peninsula Borough School District","9583 Kenai Spur Hwy, Kenai, Alaska 99611",60.561743430124,-151.212241310259,53.55,28,8314,24,14,15,29,37,89,"89%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/kenai-central-high-school-510"
"Alaska","River City Academy","Kenai Peninsula Borough School District","46188 Sterling Hwy, Soldotna, Alaska 99669",60.457799951759,-151.101156701847,34.98,42,11638,,,27,45,,74,"74%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/river-city-academy-517"
"Alaska","Seward High School","Kenai Peninsula Borough School District","2100 Swetmann, Seward, Alaska 99664",60.130016072714,-149.443259420545,,,,,,18,29,27,69,"69%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/seward-high-school-511"
"Alaska","Soldotna High School","Kenai Peninsula Borough School District","425 W Marydale Ave, Soldotna, Alaska 99669",60.494942206393,-151.095678621123,36.73,41,11326,14,11,13,28,41,88,"88%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/soldotna-high-school-512"
"Alaska","Cooper Landing School","Kenai Peninsula Borough School District","19030 Bean Creek Rd, Cooper Landing, Alaska 99572",60.494461308996,-149.808262377232,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/cooper-landing-school-139724"
"Alaska","Homer Flex School","Kenai Peninsula Borough School District","4122 Ben Walters Ln, Homer, Alaska 99603",59.649514466266,-151.519569195728,,,,,,,,,57,"57%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/homer-flex-school-498"
"Alaska","Nanwalek School","Kenai Peninsula Borough School District","63550 Alexandrovsky St, Nanwalek, Alaska 99603",59.353683090633,-151.920244354098,,,,,,,,,89,"89%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/nanwalek-school-500"
"Alaska","Hope School","Kenai Peninsula Borough School District","64782 Nearhouse Ln, Hope, Alaska 99605",60.917609408925,-149.622307349752,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/hope-school-502"
"Alaska","Marathon School","Kenai Peninsula Borough School District","405 Marathon Rd, Kenai, Alaska 99611",60.565368637776,-151.231440403164,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/marathon-school-509"
"Alaska","Kachemak Selo School","Kenai Peninsula Borough School District","44032 Milton Rd #b11, Kachemak, Alaska 99603",59.792653585222,-151.075333399268,,,,,,,,,40,"40%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/kachemak-selo-school-516"
"Alaska","Kenai Alternative High School","Kenai Peninsula Borough School District","705 Frontage Road Ste C, Kenai, Alaska 99611",60.55437193935,-151.253509110186,,,,,,,,,67,"67%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/kenai-alternative-high-school-497"
"Alaska","Ninilchik School","Kenai Peninsula Borough School District","15735 Sterling Hwy, Ninilchik, Alaska 99639",60.038434580444,-151.676894147249,,,,,,,,,64,"64%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/ninilchik-school-504"
"Alaska","Port Graham School","Kenai Peninsula Borough School District","63693 Graham Rd, Port Graham, Alaska 99603",59.350910912245,-151.831769731633,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/port-graham-school-505"
"Alaska","Tebughna School","Kenai Peninsula Borough School District","46400 D St, Tyonek, Alaska 99682",61.068240004158,-151.143499981213,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/tebughna-school-499"
"Alaska","Razdolna School","Kenai Peninsula Borough School District","31746 Basargin Rd, Homer, Alaska 99603",59.823120001982,-151.115030074171,,,,,,,,,22,"22%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/razdolna-school-91682"
"Alaska","Susan B English School","Kenai Peninsula Borough School District","365 Winifred Ave, Seldovia, Alaska 99663",59.441872928032,-151.713588084892,,,,,,,,,67,"67%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/susan-b-english-school-506"
"Alaska","Chignik Lagoon School","Lake and Peninsula Borough School District","School Rd, Chignik Lagoon, Alaska 99565",56.317177,-158.49773,,,,,,,,,,"N/A","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/lake-and-peninsula-borough-school-district/chignik-lagoon-school-528"
"Alaska","Voznesenka School","Kenai Peninsula Borough School District","33002 Voznesenka Loop, Voznesenka, Alaska 99603",59.794166311506,-151.097196400822,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/kenai-peninsula-borough-school-district/voznesenka-school-513"
"Alaska","Igiugig School","Lake and Peninsula Borough School District","School Rd, Igiugig, Alaska 99613",58.7033477,-156.6943472,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/lake-and-peninsula-borough-school-district/igiugig-school-531"
"Alaska","Chignik Lake School","Lake and Peninsula Borough School District","School Rd, Chignik Lake, Alaska 99548",56.254784203358,-158.768795885228,,,,,,,,,100,"100%","2025-2026","https://www.usnews.com/education/best-high-schools/alaska/districts/lake-and-peninsula-borough-school-district/chignik-lake-school-529"
